"AL011851,",,,"UNNAMED,","14,",,,,,,,,,,,,,,
"18510816,","0000,",",","TS, 13.4N,","48.0W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510816,","0600,",",","TS, 13.7N,","49.5W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510816,","1200,",",","TS, 14.0N,","51.0W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510816,","1800,",",","TS, 14.4N,","52.8W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510817,","0000,",",","TS, 14.9N,","54.6W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510817,","0600,",",","TS, 15.4N,","56.5W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510817,","1200,",",","HU, 15.9N,","58.5W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510817,","1800,",",","HU, 16.1N,","60.4W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510818,","0000,",",","HU, 16.6N,","62.5W,","80,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510818,","0600,",",","HU, 16.9N,","64.1W,","80,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510818,","1200,",",","HU, 17.2N,","66.0W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510818,","1800,",",","HU, 17.6N,","67.6W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510819,","0000,",",","HU, 18.0N,","69.3W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510819,","0600,",",","HU, 18.4N,","71.1W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510819,","1200,",",","TS, 18.9N,","72.6W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510819,","1800,",",","TS, 19.4N,","74.3W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510820,","0000,",",","HU, 19.9N,","75.9W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510820,","0600,",",","HU, 20.5N,","77.6W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510820,","1200,",",","HU, 21.2N,","79.0W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510820,","1800,",",","HU, 21.9N,","80.4W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510821,","0000,",",","TS, 22.6N,","81.4W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510821,","0600,",",","TS, 23.2N,","82.5W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510821,","1200,",",","HU, 23.9N,","83.6W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510821,","1800,",",","HU, 24.4N,","84.3W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510822,","0000,",",","HU, 25.0N,","84.9W,","80,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510822,","0600,",",","HU, 25.6N,","85.5W,","80,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510822,","1200,",",","HU, 26.2N,","86.0W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510822,","1800,",",","HU, 26.8N,","86.3W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510823,","0000,",",","HU, 27.4N,","86.5W,","100,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510823,","0600,",",","HU, 28.0N,","86.6W,","100,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510823,","1200,",",","HU, 28.5N,","86.6W,","100,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510823,","1800,",",","HU, 29.6N,","86.1W,","100,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510823,","2100,","L,","HU, 30.1N,","85.7W,","100,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510824,","0000,",",","HU, 30.7N,","85.1W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510824,","0600,",",","HU, 31.6N,","84.1W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510824,","1200,",",","TS, 32.5N,","83.0W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510824,","1800,",",","TS, 33.4N,","81.4W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510825,","0000,",",","TS, 34.0N,","80.0W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510825,","0600,",",","TS, 34.8N,","78.6W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510825,","1200,",",","TS, 35.8N,","77.0W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510825,","1800,",",","TS, 36.8N,","75.1W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510826,","0000,",",","TS, 37.8N,","73.6W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510826,","0600,",",","TS, 38.9N,","71.8W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510826,","1200,",",","TS, 40.0N,","70.0W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510826,","1800,",",","TS, 41.3N,","66.8W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510827,","0000,",",","TS, 42.8N,","63.3W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510827,","0600,",",","TS, 44.5N,","60.2W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510827,","1200,",",","TS, 46.4N,","57.2W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510827,","1800,",",","TS, 48.5N,","54.2W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"AL051851,",,,"UNNAMED,","16,",,,,,,,,,,,,,,
"18510913,","0000,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510913,","0600,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510913,","1200,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510913,","1800,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510914,","0000,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510914,","0600,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510914,","1200,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510914,","1800,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510915,","0000,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510915,","0600,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510915,","1200,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510915,","1800,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510916,","0000,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510916,","0600,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510916,","1200,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18510916,","1800,",",","TS, 32.5N,","73.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"AL061851,",,,"UNNAMED,","17,",,,,,,,,,,,,,,
"18511016,","0000,",",","TS, 28.7N,","78.0W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511016,","0600,",",","TS, 29.1N,","77.8W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511016,","1200,",",","TS, 29.5N,","77.5W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511016,","1800,",",","TS, 30.1N,","77.1W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511017,","0000,",",","TS, 30.7N,","76.6W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511017,","0600,",",","TS, 31.2N,","76.3W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511017,","1200,",",","TS, 31.6N,","75.9W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511017,","1800,",",","TS, 32.0N,","75.5W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511018,","0000,",",","TS, 32.7N,","74.9W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511018,","0600,",",","TS, 33.3N,","74.3W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511018,","1200,",",","TS, 34.0N,","73.8W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511018,","1800,",",","TS, 35.3N,","73.0W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511019,","0000,",",","TS, 37.0N,","72.6W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511019,","0600,",",","TS, 38.5N,","72.1W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511019,","1200,",",","TS, 40.2N,","71.8W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511019,","1500,","L,","TS, 41.1N,","71.7W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18511019,","1800,",",","TS, 42.0N,","71.6W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"AL011852,",,,"UNNAMED,","45,",,,,,,,,,,,,,,
"18520819,","0000,",",","TS, 20.5N,","67.1W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520819,","0600,",",","TS, 20.7N,","68.0W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520819,","1200,",",","TS, 20.9N,","68.8W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520819,","1800,",",","TS, 21.1N,","69.6W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520820,","0000,",",","HU, 21.2N,","70.6W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520820,","0600,",",","HU, 21.5N,","71.9W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520820,","1200,",",","HU, 21.7N,","73.0W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520820,","1800,",",","HU, 21.9N,","74.0W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520821,","0000,",",","HU, 22.1N,","74.9W,","80,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520821,","0600,",",","HU, 22.2N,","76.1W,","80,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520821,","1200,",",","HU, 22.6N,","77.1W,","80,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520821,","1800,",",","HU, 22.9N,","78.1W,","80,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520822,","0000,",",","HU, 23.2N,","79.3W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520822,","0600,",",","HU, 23.5N,","80.1W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520822,","1200,",",","HU, 23.8N,","81.1W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520822,","1800,",",","HU, 24.2N,","82.1W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520823,","0000,",",","HU, 24.7N,","83.1W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520823,","0600,",",","HU, 25.2N,","83.9W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520823,","1200,",",","HU, 25.7N,","84.6W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520823,","1800,",",","HU, 26.2N,","85.3W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520824,","0000,",",","HU, 26.7N,","86.0W,","100,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520824,","0600,",",","HU, 27.2N,","86.6W,","100,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520824,","1200,",",","HU, 27.7N,","87.1W,","100,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520824,","1800,",",","HU, 28.2N,","87.5W,","100,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520825,","0000,",",","HU, 28.6N,","87.8W,","100,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520825,","0600,",",","HU, 28.8N,","88.0W,","100,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520825,","1200,",",","HU, 29.1N,","88.2W,","100,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520825,","1800,",",","HU, 29.4N,","88.4W,","100,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520826,","0000,",",","HU, 29.8N,","88.6W,","100,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520826,","0600,","L,","HU, 30.2N,","88.6W,","100,","961,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520826,","1200,",",","HU, 30.6N,","88.5W,","90,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520826,","1800,",",","HU, 31.2N,","88.1W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520827,","0000,",",","TS, 31.8N,","87.4W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520827,","0600,",",","TS, 32.3N,","86.3W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520827,","1200,",",","TS, 32.8N,","84.8W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520827,","1800,",",","TS, 33.2N,","82.8W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520828,","0000,",",","TS, 33.5N,","80.5W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520828,","0600,",",","TS, 33.8N,","78.2W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520828,","1200,",",","TS, 34.0N,","76.0W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520828,","1800,",",","TS, 34.4N,","74.2W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520829,","0000,",",","TS, 35.2N,","72.8W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520829,","0600,",",","TS, 36.4N,","71.8W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520829,","1200,",",","TS, 38.0N,","70.8W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520829,","1800,",",","TS, 39.6N,","69.6W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520830,","0000,",",","TS, 41.0N,","68.0W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"AL021852,",,,"UNNAMED,","8,",,,,,,,,,,,,,,
"18520905,","0000,",",","HU, 17.0N,","64.1W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520905,","0600,",",","HU, 17.4N,","65.1W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520905,","1200,",",","HU, 17.7N,","66.1W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520905,","1800,",",","TS, 18.2N,","67.1W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520906,","0000,",",","TS, 18.6N,","68.8W,","60,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520906,","0600,",",","TS, 19.2N,","70.1W,","50,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520906,","1200,",",","TS, 19.5N,","71.4W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520906,","1800,",",","TS, 19.7N,","72.5W,","40,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"AL031852,",,,"UNNAMED,","20,",,,,,,,,,,,,,,
"18520909,","0000,",",","HU, 26.4N,","90.4W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520909,","0600,",",","HU, 26.5N,","89.6W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520909,","1200,",",","HU, 26.6N,","88.8W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520909,","1800,",",","HU, 26.6N,","88.1W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520910,","0000,",",","HU, 26.8N,","87.4W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520910,","0600,",",","HU, 26.9N,","86.6W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520910,","1200,",",","HU, 27.1N,","86.1W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520910,","1800,",",","HU, 27.3N,","85.6W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520911,","0000,",",","HU, 27.5N,","85.1W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520911,","0600,",",","HU, 27.7N,","84.6W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
"18520911,","1200,",",","HU, 27.8N,","84.0W,","70,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,","-999,"
